vorname,anzahl,geschlecht
Zoe,8,w
Can,8,m
Caspar,8,m
Edgar,8,m
Georg,8,m
Joachim,8,m
Jonah,8,m
Kaan,8,m
Karim,8,m
Leandro,8,m
Lennox,8,m
Levin,8,m
Luka,8,m
Magnus,8,m
Martin,8,m
Mattis,8,m
Milan,8,m
Mohammed,8,m
Muhammed,8,m
Philip,8,m
Wilhelm,8,m
Ada,7,w
Alva,7,w
Annika,7,w
Julie,7,w
Kira,7,w
Leah,7,w
Livia,7,w
Marleen,7,w
Merle,7,w
Nina,7,w
Nisa,7,w
Nur,7,w
Rebecca,7,w
Rose,7,w
Sofie,7,w
Stella,7,w
Su,7,w
Valerie,7,w
Zehra,7,w
Albert,7,m
Bernhard,7,m
Emir,7,m
Finley,7,m
John,7,m
Konrad,7,m
Lionel,7,m
Mats,7,m
Nathan,7,m
Raphael,7,m
Ryan,7,m
Tristan,7,m
Victor,7,m
William,7,m
Adele,6,w
Alice,6,w
Asya,6,w
Franziska,6,w
Frida,6,w
Friederike,6,w
Helen,6,w
Linnea,6,w
Luna,6,w
Malin,6,w
Mara,6,w
Tilda,6,w
Amin,6,m
Antonio,6,m
Benno,6,m
Clemens,6,m
Damian,6,m
Eren,6,m
Frederick,6,m
Hannes,6,m
Heinrich,6,m
Jannis,6,m
Klaus,6,m
Leonardo,6,m
Lucas,6,m
Maria,6,m
Matti,6,m
Milo,6,m
Minh,6,m
Otto,6,m
Timo,6,m
Viktor,6,m
Aleyna,5,w
Amelia,5,w
Amira,5,w
Anne,5,w
Aurelia,5,w
Azra,5,w
Birgit,5,w
Cecilia,5,w
Cosima,5,w
Diana,5,w
Eleni,5,w
Eleonore,5,w
Elif,5,w
Elizabeth,5,w
Elsa,5,w
Finja,5,w
Jana,5,w
Juno,5,w
Liv,5,w
Lynn,5,w
Malak,5,w
Marija,5,w
Melissa,5,w
Meta,5,w
Milla,5,w
Minou,5,w
Monika,5,w
Nike,5,w
Ahmed,5,m
Anthony,5,m
Philine,5,w
Arda,5,m
Romy,5,w
Bastian,5,m
Ronja,5,w
Bela,5,m
Rosalie,5,w
Berat,5,m
Ruth,5,w
Bjarne,5,m
Selma,5,w
Conrad,5,m
Vivien,5,w
Dominik,5,m
Emilian,5,m
Zahra,5,w
Emirhan,5,m
Filip,5,m
Ian,5,m
Jayden,5,m
Johan,5,m
Kai,5,m
Kian,5,m
Lennart,5,m
Luan,5,m
Marcel,5,m
Mateo,5,m
Matheo,5,m
Matteo,5,m
Mehmet,5,m
Nikolas,5,m
Oscar,5,m
Pascal,5,m
Piet,5,m
Rainer,5,m
Sam,5,m
Sami,5,m
Santiago,5,m
Taha,5,m
Wolfgang,5,m
Yusuf,5,m
Aaliyah,4,w
Aleksandra,4,w
Amina,4,w
Amy,4,w
Anneliese,4,w
Caroline,4,w
Celina,4,w
Christa,4,w
Coco,4,w
Dana,4,w
Daria,4,w
Doris,4,w
Elfriede,4,w
Elina,4,w
Ellen,4,w
Evelyn,4,w
Fabienne,4,w
Fanny,4,w
Felicitas,4,w
Giulia,4,w
Henriette,4,w
Irene,4,w
Juli,4,w
Karla,4,w
Kiana,4,w
Kristina,4,w
Leyla,4,w
Lisanne,4,w
Aiden,4,m
Lou,4,w
Aron,4,m
Malou,4,w
Balthasar,4,m
Margarethe,4,w
Benedikt,4,m
Marisa,4,w
Bo,4,m
Marlena,4,w
Christoph,4,m
Mathilde,4,w
Christopher,4,m
Melia,4,w
Deniz,4,m
Naomi,4,w
Ege,4,m
Naz,4,w
Emilio,4,m
Nell,4,w
Enno,4,m
Nika,4,w
Hamza,4,m
Nikita,4,w
Hendrik,4,m
Noemi,4,w
Henning,4,m
Ruby,4,w
Ibrahim,4,m
Sina,4,w
Jamal,4,m
Sonja,4,w
Jens,4,m
Tabea,4,w
Jona,4,m
Thea,4,w
Josef,4,m
Ulrike,4,w
Kaspar,4,m
Yara,4,w
Kevin,4,m
Laurenz,4,m
Leonidas,4,m
Lewin,4,m
Lian,4,m
Lio,4,m
Lou,4,m
Ludwig,4,m
Marko,4,m
Mathis,4,m
Mert,4,m
Mio,4,m
Miron,4,m
Nick,4,m
Nikolaus,4,m
Philippe,4,m
Uwe,4,m
Yasin,4,m
Adriana,3,w
Aimée,3,w
Alissa,3,w
Anastasia,3,w
Anaïs,3,w
Angelina,3,w
Annabelle,3,w
Aurora,3,w
Ayla,3,w
Bao,3,w
Bärbel,3,w
Ceyda,3,w
Christina,3,w
Claire,3,w
Dalia,3,w
Dilara,3,w
Ece,3,w
Elin,3,w
Abbas,3,m
Eloise,3,w
Abdullah,3,m
Emilija,3,w
Adem,3,m
Erika,3,w
Ahmad,3,m
Estelle,3,w
Alessio,3,m
Eylül,3,w
Amir,3,m
Fatma,3,w
Angelo,3,m
Felicia,3,w
Antonius,3,m
Feline,3,w
Arvid,3,m
Flora,3,w
Augustin,3,m
Freya,3,w
Aurel,3,m
Gloria,3,w
Benedict,3,m
Hedwig,3,w
Béla,3,m
Helga,3,w
Carlo,3,m
Hélène,3,w
Carlos,3,m
Isabelle,3,w
Colin,3,m
Jolina,3,w
Collin,3,m
Joy,3,w
Dennis,3,m
Karina,3,w
Diego,3,m
Kiara,3,w
Edin,3,m
Laila,3,w
Eliah,3,m
Lana,3,w
Elyas,3,m
Lenia,3,w
Emiliano,3,m
Leonora,3,w
Eric,3,m
Liah,3,w
Erwin,3,m
Linda,3,w
Frank,3,m
Linnéa,3,w
Furkan,3,m
Liya,3,w
Fynn,3,m
Lore,3,w
George,3,m
Malina,3,w
Gerhard,3,m
Marla,3,w
Hans,3,m
Marlen,3,w
Hüseyin,3,m
Melek,3,w
Ivan,3,m
Meryem,3,w
Jacob,3,m
Mona,3,w
Jakub,3,m
Nahla,3,w
Jamie,3,m
Ngoc,3,w
Jason,3,m
Nicole,3,w
Jawad,3,m
Nil,3,w
Jermaine,3,m
Noa,3,w
Jonte,3,m
Noelle,3,w
Joris,3,m
Patrizia,3,w
Josua,3,m
Penelope,3,w
Kasimir,3,m
Philippa,3,w
Kayra,3,m
Renate,3,w
Kerim,3,m
Rita,3,w
Kiyan,3,m
Sabine,3,w
Kuzey,3,m
Salma,3,w
Leonas,3,m
Salome,3,w
Leonhard,3,m
Samira,3,w
Leto,3,m
Smilla,3,w
Levent,3,m
Stina,3,w
Lino,3,m
Svenja,3,w
Lovis,3,m
Tara,3,w
Léon,3,m
Therese,3,w
Malte,3,m
Vida,3,w
Manuel,3,m
Viola,3,w
Marc,3,m
Yasmina,3,w
Marco,3,m
Yağmur,3,w
Mario,3,m
Zeynep,3,w
Mark,3,m
Zoë,3,w
Maël,3,m
Metehan,3,m
Michel,3,m
Miguel,3,m
Miran,3,m
Mohamad,3,m
Muhammad,3,m
Mustafa,3,m
Nathaniel,3,m
Nepomuk,3,m
Nikita,3,m
Noa,3,m
Noam,3,m
Nuri,3,m
Omar,3,m
Patrick,3,m
Rasmus,3,m
Rocco,3,m
Roland,3,m
Roman,3,m
Samed,3,m
Samir,3,m
Steven,3,m
Tamino,3,m
Tarik,3,m
Thorben,3,m
Till,3,m
Timon,3,m
Timur,3,m
Titus,3,m
Walter,3,m
Werner,3,m
Yassin,3,m
Zacharias,3,m
Adelia,2,w
Adrijana,2,w
Aika,2,w
Alba,2,w
Alena,2,w
Alessandra,2,w
Alessia,2,w
Aline,2,w
Allegra,2,w
Almina,2,w
Alya,2,w
Amal,2,w
Amanda,2,w
Amani,2,w
Amara,2,w
Amilia,2,w
Ana,2,w
Andrea,2,w
Angelika,2,w
Anisa,2,w
Anita,2,w
Ann,2,w
Anna-Lena,2,w
Annemarie,2,w
Anni,2,w
Arya,2,w
Auguste,2,w
Aya,2,w
Ayda,2,w
Aylin,2,w
Bade,2,w
Bahar,2,w
Banu,2,w
Barbara,2,w
Ahmet,2,m
Brigitte,2,w
Alejandro,2,m
Büşra,2,w
Aleksandar,2,m
Bảo,2,w
Alessandro,2,m
Camille,2,w
Alex,2,m
Cara,2,w
Alexis,2,m
Cassandra,2,w
Aljoscha,2,m
Cataleya,2,w
Alvin,2,m
Catherine,2,w
Alwin,2,m
Celine,2,w
Amari,2,m
Ceylin,2,w
Amon,2,m
Charlotta,2,w
An,2,m
Chiara,2,w
Andy,2,m
Christel,2,w
Anıl,2,m
Christine,2,w
Antoni,2,m
Clea,2,w
Aras,2,m
Cleo,2,w
Ares,2,m
Constanze,2,w
Arian,2,m
Cora,2,w
Arne,2,m
Dahlia,2,w
Arno,2,m
Danica,2,w
Artur,2,m
Daniela,2,w
Atakan,2,m
Darja,2,w
Atilla,2,m
Deborah,2,w
Bao,2,m
Denise,2,w
Batu,2,m
Destiny,2,w
Bennet,2,m
Ecem,2,w
Bilal,2,m
Eda,2,w
Bodo,2,m
Edith,2,w
Bülent,2,m
Eleonora,2,w
Casimir,2,m
Elham,2,w
Casper,2,m
Elis,2,w
Connor,2,m
Eliza,2,w
Cornelius,2,m
Elizan,2,w
Cosmo,2,m
Elli,2,w
Cuno,2,m
Elly,2,w
Dean,2,m
Elçin,2,w
Denis,2,m
Emely,2,w
Detlef,2,m
Emilya,2,w
Devin,2,m
Emmi,2,w
Doruk,2,m
Erva,2,w
Dwayne,2,m
Esma,2,w
Egemen,2,m
Esmanur,2,w
Elia,2,m
Esther,2,w
Elian,2,m
Evin,2,w
Elijah,2,m
Eyşan,2,w
Elmar,2,m
Fatima,2,w
Emin,2,m
Feyza,2,w
Emmanuel,2,m
Filipa,2,w
Enis,2,m
Filippa,2,w
Enrico,2,m
Filiz,2,w
Erich,2,m
Flaminia,2,w
Ernst,2,m
Fleur,2,w
Evangelos,2,m
Florentina,2,w
Fares,2,m
Florentine,2,w
Federico,2,m
Frederike,2,w
Francesco,2,m
Freyja,2,w
Francisco,2,m
Gabrielle,2,w
François,2,m
Georgia,2,w
Frederic,2,m
Geraldine,2,w
Fredrik,2,m
Gerda,2,w
Gashaw,2,m
Giovanna,2,w
Gerald,2,m
Giuliana,2,w
Gregor,2,m
Grace,2,w
Gusti,2,m
Gül,2,w
Günter,2,m
Han,2,w
Halil,2,m
Hayal,2,w
Haschem,2,m
Heidi,2,w
Hassan,2,m
Hertha,2,w
Hechmi,2,m
Hilde,2,w
Helmut,2,m
Hildegard,2,w
Herbert,2,m
Holly,2,w
Hubert,2,m
Hope,2,w
Hussein,2,m
Ina,2,w
I,2,m
Inga,2,w
Ilan,2,m
Irma,2,w
Ilian,2,m
Ivy,2,w
Imran,2,m
Janina,2,w
Jaden,2,m
Janne,2,w
James,2,m
Jasmin,2,w
Jannes,2,m
Jennifer,2,w
Jannik,2,m
Jette,2,w
Janosch,2,m
Joleen,2,w
Janusz,2,m
Jolie,2,w
Jaroslav,2,m
Joyce,2,w
Jean,2,m
Judith,2,w
Jeremias,2,m
Jule,2,w
Jeremy,2,m
Juliana,2,w
Jerome,2,m
Juliane,2,w
Jesper,2,m
Juliette,2,w
Ji,2,m
Juna,2,w
Jimmy,2,m
Karin,2,w
Joaquín,2,m
Karlotta,2,w
Juhan,2,m
Katarzyna,2,w
Junior,2,m
Katerina,2,w
Jurek,2,m
Katrin,2,w
Jürgen,2,m
Kayra,2,w
Kamil,2,m
Kellie,2,w
Karlo,2,m
Lale,2,w
Kawa,2,m
Larissa,2,w
Kenan,2,m
Lavin,2,w
Kerem,2,m
Lavinia,2,w
Khaled,2,m
Layla,2,w
Klaas,2,m
Le,2,w
Kolja,2,m
Leila,2,w
Koray,2,m
Lene,2,w
Kourosh,2,m
Leya,2,w
Kubilay,2,m
Liese,2,w
Kurt,2,m
Lieselotte,2,w
Lars,2,m
Lilia,2,w
Lazar,2,m
Lilian,2,w
Le,2,m
Liliana,2,w
Lee,2,m
Lilith,2,w
Lemi,2,m
Lilja,2,w
Len,2,m
Lilou,2,w
Leroy,2,m
Lily,2,w
Lion,2,m
Lioba,2,w
Loic,2,m
Loki,2,w
Lorenz,2,m
Lola,2,w
Luc,2,m
Loretta,2,w
Luke,2,m
Lorin,2,w
Lunis,2,m
Luana,2,w
Lutz,2,m
Lucy,2,w
Luuk,2,m
Madeleine,2,w
Mads,2,m
Magalie,2,w
Mahdi,2,m
Magdalene,2,w
Mahir,2,m
Mai,2,w
Malek,2,m
Malaika,2,w
Manfred,2,m
Malia,2,w
Marcos,2,m
Margaret,2,w
Marian,2,m
Marieke,2,w
Mariano,2,m
Marina,2,w
Marius,2,m
Maryam,2,w
Markus,2,m
Maxima,2,w
Marlon,2,m
May,2,w
Marvin,2,m
Mayla,2,w
Mathias,2,m
Medina,2,w
Matthis,2,m
Melike,2,w
Maurice,2,m
Michaela,2,w
Maxime,2,m
Michelle,2,w
Melchior,2,m
Mika,2,w
Mete,2,m
Milana,2,w
Mick,2,m
Milda,2,w
Miles,2,m
Minna,2,w
Miloš,2,m
Mirjam,2,w
Mino,2,m
Nadia,2,w
Miraç,2,m
Nadine,2,w
Nando,2,m
Naemi,2,w
Navid,2,m
Natalija,2,w
Nelson,2,m
Nathalie,2,w
Ngurah,2,m
Nehir,2,w
Nian,2,m
Nelly,2,w
Niko,2,m
Neva,2,w
Nikolai,2,m
Ngọc,2,w
Norbert,2,m
Nilay,2,w
Noël,2,m
Nouri,2,w
Orell,2,m
Ottilie,2,w
Osman,2,m
Patricia,2,w
Oumar,2,m
Pavlovna,2,w
Patryk,2,m
Pepita,2,w
Pavel,2,m
Pina,2,w
Phil,2,m
Polina,2,w
Pierre,2,m
Polly,2,w
Quentin,2,m
Rachel,2,w
Quirin,2,m
Rahaf,2,w
Rahman,2,m
Rana,2,w
Roy,2,m
Rayan,2,w
Ruben,2,m
Renée,2,w
Rudolf,2,m
Rike,2,w
Rui,2,m
Roberta,2,w
Ryu,2,m
Robin,2,w
Sascha,2,m
Romina,2,w
Sean,2,m
Rona,2,w
Siegfried,2,m
Rukaya,2,w
Silas,2,m
Sabrina,2,w
Silias,2,m
Samantha,2,w
Sinan,2,m
Sasha,2,w
Stefan,2,m
Savanna,2,w
Tammo,2,m
Selin,2,w
Taylor,2,m
Selina,2,w
Teodor,2,m
Sena,2,w
Teoman,2,m
Serafina,2,w
Tilman,2,m
Sherin,2,w
Toni,2,m
Sienna,2,w
Ulrich,2,m
Simay,2,w
Uğur,2,m
Sinem,2,w
Valentino,2,m
Solveig,2,w
Vince,2,m
Sonia,2,w
Willy,2,m
Svea,2,w
Wilson,2,m
Talia,2,w
Wim,2,m
Tanem,2,w
Wolfram,2,m
Teresa,2,w
Xaver,2,m
Veronika,2,w
Xiaoou,2,m
Violetta,2,w
Yannick,2,m
Vivian,2,w
Younes,2,m
Wiktoria,2,w
Youssef,2,m
Wilhelmine,2,w
Đức,2,m
Wilma,2,w
Şevket,2,m
Yasmin,2,w
Ylvi,2,w
Zeinab,2,w
Zoey,2,w
Zoé,2,w
Abdel,1,m
Abdelmalik,1,m
Abdelrahim,1,m
Abdias,1,m
Abdul-Sabur,1,m
Aalisha,1,w
Abdurahman,1,m
Abena,1,w
Abraham,1,m
Abiba,1,w
Ace,1,m
Acelya,1,w
Adell,1,m
Adelina,1,w
Ademi,1,m
Adeline,1,w
Adetokunbo,1,m
Adenike,1,w
Adil,1,m
Adeola,1,w
Adnan,1,m
Adina,1,w
Adrijan,1,m
Admas,1,w
Afura,1,m
Adoma,1,w
Agafon,1,m
Adélia,1,w
Aiman-Aziz,1,m
Afeni,1,w
Ajmal,1,m
Agatha,1,w
Akbar,1,m
Aglaia,1,w
Akimasa,1,m
Agnia,1,w
Akın,1,m
Ahla,1,w
Akram,1,m
Aileen,1,w
Akwasi,1,m
Aimee,1,w
Alaa,1,m
Aino,1,w
Alan,1,m
Aisha,1,w
Alaric,1,m
Aislinn,1,w
Albin,1,m
Aiza,1,w
Aleksandr,1,m
Akiko,1,w
Alexandros,1,m
Akoto,1,w
Alexej,1,m
Alani,1,w
Alfred,1,m
Albertine,1,w
Ali-Taha,1,m
Alev,1,w
Allan,1,m
Alexa,1,w
Almin,1,m
Alexia,1,w
Alois,1,m
Ali,1,w
Aloisius,1,m
Alicia,1,w
Alon,1,m
Alika,1,w
Alper,1,m
Alisa,1,w
Altay,1,m
Alisar,1,w
Alvar,1,m
Aliya,1,w
Amadeus,1,m
Aliya-Taliya,1,w
Amar,1,m
Aliyah,1,w
Amaro,1,m
Alja,1,w
Amaru,1,m
Alrun,1,w
Ameziane,1,m
Altmanova,1,w
Amias,1,m
Alyna,1,w
Amsal,1,m
Alysa,1,w
Amén,1,m
Alyssa,1,w
Anakin,1,m
Amadika,1,w
Ananda,1,m
Amali,1,w
Anar,1,m
Amar,1,w
Anderson,1,m
Amari,1,w
Andre,1,m
Ameera,1,w
Andrea,1,m
Amelíe,1,w
Andrei,1,m
Amidala,1,w
Andrew,1,m
Amila,1,w
André,1,m
Amna,1,w
Andrés,1,m
Amonaite,1,w
Angus,1,m
Amy-Marie,1,w
Anh,1,m
Ananda,1,w
Anhelli,1,m
Andra,1,w
Anian,1,m
Andreevna,1,w
Anselm,1,m
Andriivna,1,w
Antani,1,m
Anela,1,w
Ante,1,m
Anele,1,w
Antoine,1,m
Angel,1,w
Antonín,1,m
Angela,1,w
Anđelo,1,m
Angsumalin,1,w
Aramis,1,m
Anh-Amelie,1,w
Arat,1,m
Ani,1,w
Ardit,1,m
Anica,1,w
Are,1,m
Anida,1,w
Arel,1,m
Anika,1,w
Aren,1,m
Anissa,1,w
Arend,1,m
Anju,1,w
Argjend,1,m
Anke,1,w
Ari,1,m
Anna-Louise,1,w
Aria,1,m
Anna-Sofie,1,w
Aria-Khashayar,1,m
Anna-Theresa,1,w
Arican,1,m
Annabel,1,w
Ariel,1,m
Annabell,1,w
Arif,1,m
Anne-Marie,1,w
Arın,1,m
Anne-Sophie,1,w
Arion,1,m
Anneke,1,w
Aristide,1,m
Annelen,1,w
Arjun,1,m
Annelie,1,w
Armando,1,m
Annelinde,1,w
Armin,1,m
Annette,1,w
Armstrong,1,m
Annie,1,w
Arndt,1,m
Annunziata,1,w
Arsov,1,m
Anoushe,1,w
Artjom,1,m
Anova,1,w
Arton,1,m
Antje,1,w
Arukan,1,m
Antonia-Maria,1,w
Arun,1,m
Antoniya,1,w
Arvis,1,m
Antonovna,1,w
Aryan,1,m
Anuk,1,w
Aryash,1,m
Anuuk,1,w
Aser,1,m
Aranka,1,w
Ashok,1,m
Architha,1,w
Ashraf,1,m
Arelie,1,w
Aslan,1,m
Arijola,1,w
Atay,1,m
Arsen,1,w
Ateş,1,m
Asena,1,w
Atham,1,m
Asija,1,w
Atman,1,m
Aslan,1,w
Attila,1,m
Aslınur,1,w
Attilio,1,m
Assdig,1,w
Augusto,1,m
Assia,1,w
Aurelio,1,m
Assiya,1,w
Avi,1,m
Atalante,1,w
Aviel,1,m
Athena,1,w
Awad,1,m
Atma,1,w
Awuah,1,m
Augusta,1,w
Axel,1,m
Augustine,1,w
Ayden,1,m
Aura,1,w
Aykut,1,m
Aurélie,1,w
Ayman,1,m
Ava-Leah,1,w
Ayrton,1,m
Avelina,1,w
Ayuni,1,m
Aviela,1,w
Aziz,1,m
Avila,1,w
Baffour,1,m
Aviva,1,w
Bajan,1,m
Ayleen,1,w
Bakr,1,m
Aymanovna,1,w
Baris,1,m
Ayshe,1,w
Barlas,1,m
Ayşe,1,w
Bartlomiej,1,m
Ayşenur,1,w
Basile,1,m
Azara,1,w
Batuhan,1,m
Açalya,1,w
Beau,1,m
Açelya,1,w
Beauclair,1,m
Babette,1,w
Ben-Lennert,1,m
Badruddinovna,1,w
Ben-Luca,1,m
Baigal,1,w
Benaiah,1,m
Banabunyi,1,w
Bendix,1,m
Banoo,1,w
Beni,1,m
Bassa-Elyse,1,w
Bent,1,m
Beate,1,w
Bente,1,m
Beatrice,1,w
Berinyuy,1,m
Becke,1,w
Berkay,1,m
Belana,1,w
Bernard,1,m
Bella,1,w
Bernardo,1,m
Bengi,1,w
Bernd,1,m
Berenice,1,w
Bero,1,m
Berenike,1,w
Bert,1,m
Berfin,1,w
Bertan,1,m
Beritan,1,w
Betel,1,m
Berlin,1,w
Biggs,1,m
Bernadette,1,w
Billy-Ben,1,m
Berra,1,w
Binjamin,1,m
Bess,1,w
Birk,1,m
Betty,1,w
Björn,1,m
Beverly,1,w
Bojidar,1,m
Beyan,1,w
Bolaji,1,m
Beyza,1,w
Bombastus,1,m
Binta,1,w
Bong,1,m
Birgitt,1,w
Bongani,1,m
Birsen,1,w
Borge,1,m
Blanche,1,w
Boris,1,m
Blessing,1,w
Bosse,1,m
Blume,1,w
Boyko,1,m
Borislavova,1,w
Brandon,1,m
Briska,1,w
Brian,1,m
Brita,1,w
Brijesh,1,m
Bua,1,w
Bruce,1,m
Börte,1,w
Bryan,1,m
Cala,1,w
Buminhan,1,m
Calina,1,w
Burhan,1,m
Camila,1,w
Bálint,1,m
Cansu,1,w
Cadiz,1,m
Caramia,1,w
Caetano,1,m
Carina,1,w
Calvin,1,m
Carine,1,w
Cameron,1,m
Carlina,1,w
Camilo,1,m
Carmelina,1,w
Carmelo,1,m
Carol,1,w
Carus,1,m
Carolina-Marie,1,w
Casey,1,m
Catalina,1,w
Cassady,1,m
Catarina,1,w
Cassian,1,m
Catharina,1,w
Cecil,1,m
Celeste,1,w
Cem,1,m
Ceren,1,w
Cemil,1,m
Chadija,1,w
Cenk,1,m
Chanel,1,w
Cesare,1,m
Chanell,1,w
Cevat,1,m
Channa,1,w
Chanachon,1,m
Charlene,1,w
Charles,1,m
Charlie,1,w
Chase,1,m
Charlize,1,w
Cheuk-Hei,1,m
Charlott,1,w
Chong-hyon,1,m
Cheraya,1,w
Chris-Emmanuel,1,m
Chinyere,1,w
Chrisner,1,m
Chloé,1,w
Christophorus,1,m
Chrisferlus,1,w
Christos,1,m
Christiane,1,w
Cian,1,m
Chunlu,1,w
Civan,1,m
Cinin,1,w
Claas,1,m
Clare,1,w
Claudius,1,m
Clarisse,1,w
Claus,1,m
Clarita,1,w
Cliff,1,m
Claudia,1,w
Clifford,1,m
Clodagh,1,w
Clint,1,m
Clémentine,1,w
Clinton,1,m
Coleen,1,w
Cole,1,m
Constance,1,w
Colell,1,m
Cordula,1,w
Colm,1,m
Corinna,1,w
Cong,1,m
Crisshel,1,w
Constantin-Alexander,1,m
Cyrine,1,w
Corbinian,1,m
Cécile,1,w
Cristian,1,m
Da,1,w
Cristiano,1,m
Dagny,1,w
Curtis,1,m
Daisy,1,w
Cyril,1,m
Damirovna,1,w
Cyrille,1,m
Dania,1,w
César,1,m
Danuta,1,w
Dagur,1,m
Dara,1,w
Daishichiro,1,m
Darcy,1,w
Damien,1,m
Darija,1,w
Dan,1,m
Darschnee,1,w
Daniele,1,m
David,1,w
Darian,1,m
Darien,1,m
Defne,1,w
Dario,1,m
Delly,1,w
Darvin,1,m
Delyla,1,w
Darwin,1,m
Deren,1,w
Desen,1,w
Dejan,1,m
Devi,1,w
Delf,1,m
Dijle,1,w
Delmar,1,m
Dilwa,1,w
Demid,1,m
Dima,1,w
Derk,1,m
Dimova,1,w
Desmond,1,m
Dina,1,w
Devid,1,m
Diya,1,w
Devran,1,m
Djamilja,1,w
Devrim,1,m
Djariat,1,w
Dexter,1,m
Dmitrievna,1,w
Dib,1,m
Do,1,w
Dieter,1,m
Dora,1,w
Dijon,1,m
Dorcas,1,w
Dilan,1,m
Dunja,1,w
Dimitrios,1,m
Duoer,1,w
Dirk,1,m
Dörte,1,w
Diste,1,m
Dünya,1,w
Domenik,1,m
Ebba,1,w
Dominic,1,m
Ece-Deniz,1,w
Dominnic,1,m
Ecemsu,1,w
Don,1,m
Ecrin,1,w
Donar,1,m
Edanur,1,w
Dorian,1,m
Edda,1,w
Doğuhan,1,m
Edelina,1,w
Dragon,1,m
Edina,1,w
Duc,1,m
Effi,1,w
Duncan,1,m
Eftelya,1,w
Dursun,1,m
Eftelya-Nur,1,w
Dặng,1,m
Ege,1,w
Eckhard,1,m
Ekarie,1,w
Eddie,1,m
Ekatherina,1,w
Edi,1,m
Elaina,1,w
Edion,1,m
Elba,1,w
Ediz,1,m
Elea,1,w
Edoardo,1,m
Eleah,1,w
Edson,1,m
Elena-Cassandra,1,w
Eduardo,1,m
Eleonor,1,w
Edward,1,m
Elian,1,w
Edwin,1,m
Eliane,1,w
Efosa,1,m
Elice,1,w
Egeberk,1,m
Elida,1,w
Egor,1,m
Elifsu,1,w
Ehad,1,m
Eliona,1,w
Eike,1,m
