vorname,anzahl,geschlecht
Marie,115,w
Sophie,109,w
Charlotte,79,w
Maria,77,w
Alexander,62,m
Emilia,60,w
Maximilian,59,m
Emma,48,w
Paul,46,m
Elias,45,m
Noah,44,m
Anna,43,w
Luise,43,w
Sophia,42,w
Anton,41,m
Jakob,40,m
Jonathan,40,m
Clara,40,w
Emil,38,m
Felix,38,m
Elisabeth,38,w
Jonas,34,m
Valentin,33,m
Mia,33,w
David,32,m
Johanna,32,w
Mila,31,w
Julian,30,m
Oskar,30,m
Hannah,29,w
Gabriel,29,m
Moritz,29,m
Benjamin,28,m
Julius,28,m
Theodor,28,m
Helene,27,w
Adam,27,m
Elisa,26,w
Lina,26,w
Johannes,26,m
Philipp,26,m
Samuel,26,m
Laura,25,w
Mathilda,25,w
Lara,24,w
Carl,24,m
Friedrich,24,m
Ben,23,m
Daniel,23,m
Henri,23,m
Johann,23,m
Liam,23,m
Lukas,23,m
Katharina,22,w
Marlene,22,w
Matilda,22,w
Nora,22,w
Henry,22,m
Karl,22,m
Leon,22,m
Ella,21,w
Helena,21,w
Luis,21,m
Lucia,20,w
Victoria,20,w
Louis,20,m
Max,20,m
Antonia,19,w
Frieda,19,w
Louisa,19,w
Sofia,19,w
Leopold,19,m
Levi,19,m
Linus,19,m
Tim,19,m
Carlotta,18,w
Elif,18,w
Ida,18,w
Isabella,18,w
Luisa,18,w
Ali,18,m
Luca,18,m
Michael,18,m
Vincent,18,m
Lea,17,w
Mira,17,w
Adrian,17,m
Leonard,17,m
Hanna,16,w
Lena,16,w
Paula,16,w
Sara,16,w
Ferdinand,16,m
Finn,16,m
Amalia,15,w
Amelie,15,w
Lotta,15,w
Arthur,15,m
Kilian,15,m
Leo,15,m
Matteo,15,m
Milan,15,m
Milo,15,m
Niklas,15,m
Peter,15,m
Simon,15,m
Tom,15,m
Ava,14,w
Elena,14,w
Greta,14,w
Josephine,14,w
Martha,14,w
Maya,14,w
Christian,14,m
Georg,14,m
Jonah,14,m
Konrad,14,m
Leander,14,m
Martin,14,m
Richard,14,m
Ela,13,w
Emily,13,w
Leonie,13,w
Lisa,13,w
Livia,13,w
Valentina,13,w
Viktoria,13,w
Aaron,13,m
Emilio,13,m
Fritz,13,m
Jannis,13,m
Jasper,13,m
Raphael,13,m
Alina,12,w
Alma,12,w
Frida,12,w
Lilly,12,w
Olivia,12,w
Paulina,12,w
Antonio,12,m
Constantin,12,m
Franz,12,m
Frederik,12,m
Jacob,12,m
Jan,12,m
Justus,12,m
Mateo,12,m
Maxim,12,m
Josefine,11,w
Louise,11,w
Luna,11,w
Mina,11,w
Tilda,11,w
Emilian,11,m
Florian,11,m
Hannes,11,m
Ludwig,11,m
Mika,11,m
Muhammed,11,m
Ole,11,m
Oliver,11,m
Rafael,11,m
Theo,11,m
William,11,m
Amelia,10,w
Isabel,10,w
Julia,10,w
Lia,10,w
Magdalena,10,w
Maja,10,w
Nele,10,w
Rosa,10,w
Sarah,10,w
Amir,10,m
Benedikt,10,m
Konstantin,10,m
Luka,10,m
Mattis,10,m
Wilhelm,10,m
Alexandra,9,w
Amira,9,w
Anastasia,9,w
Carla,9,w
Emilie,9,w
Malou,9,w
Mara,9,w
Milena,9,w
Rosalie,9,w
Zoe,9,w
Can,9,m
Caspar,9,m
Fabian,9,m
Jürgen,9,m
Karim,9,m
Lennard,9,m
Leonardo,9,m
Malik,9,m
Mohamed,9,m
Nicolas,9,m
Thomas,9,m
Tobias,9,m
Ada,8,w
Amina,8,w
Anni,8,w
Elise,8,w
Lana,8,w
Lotte,8,w
Madeleine,8,w
Melina,8,w
Selma,8,w
Theresa,8,w
Andreas,8,m
August,8,m
Bruno,8,m
Emin,8,m
Erik,8,m
Hugo,8,m
Joshua,8,m
Kaan,8,m
Lasse,8,m
Levin,8,m
Lucas,8,m
Nikolas,8,m
Noel,8,m
Otto,8,m
Stefan,8,m
Elina,7,w
Elli,7,w
Estelle,7,w
Finja,7,w
Florentine,7,w
Franziska,7,w
Isabelle,7,w
Karla,7,w
Klara,7,w
Lilith,7,w
Liv,7,w
Lola,7,w
Pauline,7,w
Pia,7,w
Elyas,7,m
Emanuel,7,m
Emir,7,m
Gustav,7,m
James,7,m
Kian,7,m
Lionel,7,m
Mark,7,m
Philip,7,m
Robert,7,m
Sami,7,m
Victor,7,m
Ömer,7,m
Amélie,6,w
Aurelia,6,w
Christina,6,w
Edda,6,w
Eva,6,w
Gerda,6,w
Leni,6,w
Leyla,6,w
Melissa,6,w
Miriam,6,w
Mona,6,w
Philine,6,w
Rose,6,w
Ruth,6,w
Su,6,w
Yade,6,w
Zeynep,6,w
Alfred,6,m
Edgar,6,m
Fynn,6,m
Hans,6,m
Hendrik,6,m
Jona,6,m
Josef,6,m
Kalle,6,m
Kenan,6,m
Malte,6,m
Mats,6,m
Mikail,6,m
Neo,6,m
Nikolai,6,m
Sebastian,6,m
Valentino,6,m
Willi,6,m
Wolfgang,6,m
Andrea,5,w
Anouk,5,w
Caroline,5,w
Cataleya,5,w
Christine,5,w
Elaine,5,w
Ellen,5,w
Elsa,5,w
Erika,5,w
Fatima,5,w
Fiona,5,w
Helin,5,w
Henriette,5,w
Jasmin,5,w
Jonna,5,w
Juna,5,w
Larissa,5,w
Lili,5,w
Linda,5,w
Liya,5,w
Lou,5,w
Malea,5,w
Malia,5,w
Manuela,5,w
Marla,5,w
Marleen,5,w
Arda,5,m
Marta,5,w
Berat,5,m
Mathilde,5,w
Christoph,5,m
Medina,5,w
Christopher,5,m
Miray,5,w
Conrad,5,m
Noa,5,w
Elia,5,m
Sofie,5,w
Elian,5,m
Sofía,5,w
Enes,5,m
Yasmin,5,w
Eric,5,m
Zahra,5,w
Eymen,5,m
Zoey,5,w
Frank,5,m
Zoë,5,w
Frederick,5,m
Fridolin,5,m
Hamza,5,m
Heinrich,5,m
Ibrahim,5,m
Ilyas,5,m
Issa,5,m
Janosch,5,m
Joachim,5,m
Joel,5,m
Kasimir,5,m
Lorenz,5,m
Luke,5,m
Maksim,5,m
Manuel,5,m
Markus,5,m
Miran,5,m
Mohammed,5,m
Nathaniel,5,m
Oscar,5,m
Pepe,5,m
Piet,5,m
Sam,5,m
Tarik,5,m
Viktor,5,m
Vito,5,m
Yusuf,5,m
Çınar,5,m
Aleksandra,4,w
Aleyna,4,w
Alice,4,w
Angelika,4,w
Asya,4,w
Aurora,4,w
Azra,4,w
Camille,4,w
Cecilia,4,w
Charlotta,4,w
Elin,4,w
Emmi,4,w
Freya,4,w
Helen,4,w
Isabell,4,w
Karoline,4,w
Käthe,4,w
Layan,4,w
Layla,4,w
Leila,4,w
Lilia,4,w
Lilli,4,w
Lily,4,w
Linn,4,w
Lucie,4,w
Mariam,4,w
Marina,4,w
Melek,4,w
Ahmad,4,m
Meta,4,w
Ahmed,4,m
Meyra,4,w
Alan,4,m
Michelle,4,w
Alessandro,4,m
Mohamed,4,w
Amar,4,m
Monika,4,w
André,4,m
Naz,4,w
Artur,4,m
Nellie,4,w
Benno,4,m
Nisa,4,w
Berkay,4,m
Noemi,4,w
Bilal,4,m
Nola,4,w
Clemens,4,m
Nur,4,w
Connor,4,m
Stella,4,w
Cornelius,4,m
Talia,4,w
Deniz,4,m
Ursula,4,w
Dennis,4,m
Valerie,4,w
Edward,4,m
Yael,4,w
Eliah,4,m
Zoé,4,w
Elijah,4,m
Elliot,4,m
Emre,4,m
George,4,m
Giuseppe,4,m
Henrik,4,m
Immanuel,4,m
Jakub,4,m
Jannes,4,m
John,4,m
Jonte,4,m
Joseph,4,m
Karol,4,m
Kerim,4,m
Lars,4,m
Lennart,4,m
Lino,4,m
Maria,4,m
Marius,4,m
Marlon,4,m
Matheo,4,m
Matthias,4,m
Mert,4,m
Nathanael,4,m
Nick,4,m
Patrick,4,m
Robin,4,m
Rufus,4,m
Ryan,4,m
Selim,4,m
Thore,4,m
Till,4,m
Timo,4,m
Timur,4,m
Titus,4,m
Willem,4,m
Yasin,4,m
Yiğit,4,m
Alissa,3,w
Alva,3,w
Amanda,3,w
Ana,3,w
Annabell,3,w
Annabelle,3,w
Annemarie,3,w
Annette,3,w
Annika,3,w
Ariana,3,w
Arina,3,w
Arya,3,w
Auguste,3,w
Barbara,3,w
Beren,3,w
Brigitte,3,w
Carolin,3,w
Carolina,3,w
Christa,3,w
Derin,3,w
Eleonore,3,w
Elis,3,w
Ellie,3,w
Ewa,3,w
Eylül,3,w
Francesca,3,w
Friederike,3,w
Gabriele,3,w
Giulia,3,w
Henrike,3,w
Ina,3,w
Inga,3,w
Ivy,3,w
Jessica,3,w
Jette,3,w
Jolie,3,w
Joséphine,3,w
Jule,3,w
Ahmet,3,m
Juno,3,w
Albert,3,m
Karlotta,3,w
Amadeo,3,m
Kübra,3,w
Amadeus,3,m
Lavin,3,w
Arian,3,m
Leah,3,w
Armin,3,m
Leilani,3,w
Aurel,3,m
Leona,3,w
Aurelius,3,m
Letizia,3,w
Azad,3,m
Liah,3,w
Baltasar,3,m
Liana,3,w
Bennet,3,m
Lila,3,w
Bo,3,m
Lilian,3,w
Caio,3,m
Lilo,3,w
Cameron,3,m
Lilou,3,w
Casimir,3,m
Linnea,3,w
Charles,3,m
Lisbeth,3,w
Cihan,3,m
Luca,3,w
Damian,3,m
Lucy,3,w
Dario,3,m
Lumi,3,w
Dietrich,3,m
Lydia,3,w
Efe,3,m
Maia,3,w
Egon,3,m
Malak,3,w
Emmanuel,3,m
Malina,3,w
Ensar,3,m
Malu,3,w
Eugen,3,m
Margarete,3,w
Ezra,3,m
Margarethe,3,w
Fiete,3,m
Marija,3,w
Filip,3,m
Merle,3,w
Francis,3,m
Mika,3,w
Friedemann,3,m
Milana,3,w
Hadi,3,m
Milla,3,w
Hussein,3,m
Nahla,3,w
Ilja,3,m
Nelly,3,w
Jens,3,m
Nicole,3,w
Johan,3,m
Nike,3,w
Jonne,3,m
Patricia,3,w
Junior,3,m
Romy,3,w
Juri,3,m
Ronja,3,w
Keanu,3,m
Rosemarie,3,w
Kerem,3,m
Sabine,3,w
Khaled,3,m
Salome,3,w
Kolja,3,m
Salomé,3,w
Kurt,3,m
Samira,3,w
Laurenz,3,m
Solveig,3,w
Lennox,3,m
Soraya,3,w
Lev,3,m
Stefania,3,w
Lewin,3,m
Tara,3,w
Lincoln,3,m
Thea,3,w
Lio,3,m
Tuana,3,w
Lion,3,m
Vera,3,w
Mael,3,m
Wilhelmine,3,w
Marcel,3,m
Yuna,3,w
Marco,3,m
Zahraa,3,w
Marten,3,m
Mathias,3,m
Matthis,3,m
Maxime,3,m
Minh,3,m
Mio,3,m
Mohamad,3,m
Musa,3,m
Mustafa,3,m
Nico,3,m
Nikolaus,3,m
Nils,3,m
Noa,3,m
Rainer,3,m
Rasmus,3,m
René,3,m
Romeo,3,m
Rudi,3,m
Rudolf,3,m
Shayan,3,m
Taha,3,m
Talha,3,m
Taylan,3,m
Thierry,3,m
Thorin,3,m
Tiberius,3,m
Tristan,3,m
Uwe,3,m
Yannis,3,m
Younes,3,m
Zacharias,3,m
Adriana,2,w
Ahmed,2,w
Aimée,2,w
Alessia,2,w
Alexandrovna,2,w
Alexia,2,w
Alicia,2,w
Alicja,2,w
Alisha,2,w
Aliya,2,w
Aliyah,2,w
Aliza,2,w
Amani,2,w
Amaya,2,w
Amilia,2,w
Anandi,2,w
Andia,2,w
Angela,2,w
Anisa,2,w
Anita,2,w
Anja,2,w
Ann,2,w
Anne,2,w
Annelie,2,w
Antje,2,w
Apollonia,2,w
Arin,2,w
Assia,2,w
Aviva,2,w
Ayla,2,w
Açelya,2,w
Abbas,2,m
Beatrice,2,w
Abdullah,2,m
Belinay,2,w
Abdulrahman,2,m
Berenike,2,w
Adem,2,m
Berta,2,w
Aleksandar,2,m
Beyza,2,w
Aleksander,2,m
Camie,2,w
Alessio,2,m
Cara,2,w
Alex,2,m
Celeste,2,w
Alexandru,2,m
Claudia,2,w
Aljoscha,2,m
Cosima,2,w
Alois,2,m
Cyrine,2,w
Alp,2,m
Dagmar,2,w
Alper,2,m
Daria,2,w
Amit,2,m
Derya,2,w
Amos,2,m
Diana,2,w
Anas,2,m
Dora,2,w
Andrei,2,m
Doris,2,w
Andrzej,2,m
Dorothea,2,w
Angelo,2,m
Eda,2,w
Anıl,2,m
Eden,2,w
Antoni,2,m
Edith,2,w
Antonin,2,m
Eleni,2,w
Ari,2,m
Eline,2,w
Arne,2,m
Elke,2,w
Attila,2,m
Emelie,2,w
Avi,2,m
Emina,2,w
Axel,2,m
Esma,2,w
Ayaz,2,m
Esra,2,w
Benedict,2,m
Ester,2,w
Bernd,2,m
Esther,2,w
Bosse,2,m
Eva-Maria,2,w
Burak,2,m
Evelin,2,w
Béla,2,m
Evelyn,2,w
Carlo,2,m
Felicia,2,w
Carlos,2,m
Felicitas,2,w
Charlie,2,m
Felina,2,w
Clement,2,m
Feline,2,w
Cooper,2,m
Feyza,2,w
Danijel,2,m
Filippa,2,w
Dariusz,2,m
Fine,2,w
Dave,2,m
Florentina,2,w
Denis,2,m
Gabrielle,2,w
Devin,2,m
Gioia,2,w
Dietmar,2,m
Gisela,2,w
Dorian,2,m
Gloria,2,w
Ediz,2,m
Golda,2,w
Eduard,2,m
Gwendolin,2,w
Eduardo,2,m
Hatice,2,w
Eliam,2,m
Havin,2,w
Elion,2,m
Hella,2,w
Eliot,2,m
Henny,2,w
Eliyas,2,m
Henrietta,2,w
Elyes,2,m
Hilal,2,w
Emircan,2,m
Hira,2,w
Enno,2,m
Holly,2,w
Erasmus,2,m
Ilayda,2,w
Eren,2,m
Iliana,2,w
Erich,2,m
Ilori,2,w
Finley,2,m
Ines,2,w
Florentin,2,m
Inge,2,w
Gerrit,2,m
Ingrid,2,w
Gibril,2,m
Irem,2,w
Giovanni,2,m
Irene,2,w
Gregor,2,m
Irmgard,2,w
Günter,2,m
Jane,2,w
Haissam,2,m
Janna,2,w
Hasan,2,m
Jenna,2,w
Hassan,2,m
Josie,2,w
Hektor,2,m
Joy,2,w
Henning,2,m
Joyce,2,w
Hubertus,2,m
Juliana,2,w
İhsan,2,m
June,2,w
Ilay,2,m
Karina,2,w
Ilian,2,m
Karolina,2,w
Ingmar,2,m
Kaya,2,w
Isa,2,m
Kerstin,2,w
İsa,2,m
Kiana,2,w
Ismael,2,m
Kim,2,w
İsmail,2,m
Kristin,2,w
Jack,2,m
Laetitia,2,w
Jamal,2,m
Lanea,2,w
Jamie,2,m
Larina,2,w
Janne,2,m
Lavinia,2,w
Jarne,2,m
Leandra,2,w
Jeremias,2,m
Leia,2,w
Jerome,2,m
Lejla,2,w
Jesper,2,m
Leonora,2,w
Johnny,2,m
Lidia,2,w
Jordan,2,m
Lien,2,w
Joscha,2,m
Lieselotte,2,w
Joschua,2,m
Liliana,2,w
Josua,2,m
Lilja,2,w
Julien,2,m
Linh,2,w
Kadir,2,m
Lioba,2,w
Kai,2,m
Liora,2,w
Karel,2,m
Liva,2,w
Kaspar,2,m
Lore,2,w
Kaya,2,m
Loreen,2,w
Kayra,2,m
Luana,2,w
Kiran,2,m
Luzia,2,w
Konstantinos,2,m
Luzie,2,w
Laurin,2,m
Mafalda,2,w
Lenn,2,m
Mai,2,w
Leonhard,2,m
Margareta,2,w
Leonidas,2,m
Margaretha,2,w
Levent,2,m
Margot,2,w
Lewis,2,m
Marianne,2,w
León,2,m
Marit,2,w
Lian,2,m
Marlena,2,w
Lias,2,m
Marwa,2,w
Lorin,2,m
Marysol,2,w
Lou,2,m
Masal,2,w
Lounis,2,m
Matea,2,w
Lovis,2,m
Maximiliane,2,w
Lucien,2,m
Mayla,2,w
Lucius,2,m
Megan,2,w
Lutz,2,m
Melia,2,w
Magnus,2,m
Melody,2,w
Mailo,2,m
Meryem,2,w
Manfred,2,m
Min,2,w
Marian,2,m
Minou,2,w
Marie,2,m
Miroslava,2,w
Mashaal,2,m
Miya,2,w
Mathis,2,m
Naima,2,w
Mattheo,2,m
Naomi,2,w
Matti,2,m
Neele,2,w
Michel,2,m
Neyla,2,w
Miko,2,m
Nida,2,w
Miles,2,m
Nika,2,w
Milosz,2,m
Nina,2,w
Mirza,2,m
Nour,2,w
Mitja,2,m
Nélia,2,w
Mohammad,2,m
Oda,2,w
Muhammad,2,m
Philippa,2,w
Nabil,2,m
Pina,2,w
Nael,2,m
Pippa,2,w
Namid,2,m
Pola,2,w
Nathan,2,m
Polly,2,w
Nepomuk,2,m
Rahel,2,w
Nicholas,2,m
Rana,2,w
Nicklas,2,m
Rebecca,2,w
Niclas,2,m
Reka,2,w
Niko,2,m
Rima,2,w
Nilson,2,m
Rosalia,2,w
Nima,2,m
Rosanna,2,w
Nouri,2,m
Roya,2,w
Noé,2,m
Ruby,2,w
Noël,2,m
Safiya,2,w
Nuri,2,m
Salma,2,w
Odilo,2,m
Selin,2,w
Omar,2,m
Sena,2,w
Osman,2,m
Sila,2,w
Otis,2,m
Sina,2,w
Pablo,2,m
Sonja,2,w
Pan,2,m
Svea,2,w
Pascal,2,m
Swanhild,2,w
Pawel,2,m
Sylvia,2,w
Phileas,2,m
Sümeyra,2,w
Pio,2,m
Tala,2,w
Poyraz,2,m
Teresa,2,w
Prince,2,m
Tessa,2,w
Ralf,2,m
Therese,2,w
Rami,2,m
Thien,2,w
Ramon,2,m
Toni,2,w
Ray,2,m
Vivien,2,w
Rayan,2,m
Wanda,2,w
Reto,2,m
Wilma,2,w
Riza,2,m
Yaren,2,w
Roberto,2,m
Zara,2,w
Ruben,2,m
Ziva,2,w
Said,2,m
Zofia,2,w
Samson,2,m
Şura,2,w
Samu,2,m
Santiago,2,m
Savva,2,m
Serge,2,m
Simón,2,m
Süleyman,2,m
Tahir,2,m
Taio,2,m
Tamer,2,m
Tamino,2,m
Tamir,2,m
Tarek,2,m
Tarık,2,m
Taylor,2,m
Tayo,2,m
Teo,2,m
Teodor,2,m
Tiam,2,m
Til,2,m
Timotheus,2,m
Toni,2,m
Vinzent,2,m
Vitus,2,m
Walter,2,m
Wanja,2,m
Werner,2,m
Wim,2,m
Wolf,2,m
Xaver,2,m
Yakub,2,m
Yakup,2,m
Yassin,2,m
Yigit,2,m
Younis,2,m
Yousuf,2,m
Yunus,2,m
Ziya,2,m
Étienne,2,m
Aaliyah,1,w
Abby,1,w
Abdalaziz,1,w
Abdulatif,1,w
Abdurahman,1,w
Abdussalam,1,w
Abiola,1,w
Aby,1,w
Adele,1,w
Adelia,1,w
Adeline,1,w
Aderonke,1,w
Adeyemi,1,w
Adrianna,1,w
Adrienn,1,w
Adrijana-Alara,1,w
Adália,1,w
Aenna,1,w
Aenne,1,w
Agatha,1,w
Agathe,1,w
Aglaia,1,w
Agnes,1,w
Agrin,1,w
Ahmedovna,1,w
Aicha,1,w
Aileen,1,w
Aisa,1,w
Aiša,1,w
Akira,1,w
Akua,1,w
Alani,1,w
Alara,1,w
Albetine,1,w
Aldina,1,w
Alea,1,w
Aleen,1,w
Alejandra,1,w
Alena,1,w
Abbondio,1,m
Alessia-Sofia,1,w
Abdallah,1,m
Alexa,1,w
Abdelmouhaimen,1,m
Ali,1,w
Abderrahmane,1,m
Alia,1,w
Abdulaziz,1,m
Alien,1,w
Abdulhakim,1,m
Alime,1,w
Abdulla,1,m
Alisa,1,w
Abdulwahhab,1,m
Alisija,1,w
Abdurrahman,1,m
Alissar,1,w
Aboubakar,1,m
Alix,1,w
Abraamovič,1,m
Allegra,1,w
Abraham,1,m
Alya,1,w
Abu,1,m
Alyara,1,w
Adalbert,1,m
Alyna,1,w
Adelin,1,m
Alyshia,1,w
Adham,1,m
Alyssa,1,w
Adil,1,m
Ama,1,w
Adley,1,m
Amadé,1,w
Adnan,1,m
Amal,1,w
Adon,1,m
Amari,1,w
Agon,1,m
Amaria,1,w
Ahmed-Ethem,1,m
Amber,1,w
Aiden,1,m
Amel,1,w
Akay,1,m
Amidala,1,w
Akeem,1,m
Aminah,1,w
Akif,1,m
Amine,1,w
Akim,1,m
Amitola,1,w
Akın,1,m
Amna,1,w
Akio,1,m
Amélie-Christine,1,w
Akira,1,m
Anaelle,1,w
Akram,1,m
Ananya,1,w
Alameer,1,m
Anastassia,1,w
Aleko,1,m
Anaëlle,1,w
Aleksandras,1,m
Andjelija,1,w
Alen,1,m
Andjelina,1,w
Alexandar,1,m
Andra,1,w
Alexandro,1,m
Andreea,1,w
Alexios,1,m
Anela,1,w
Alexis,1,m
Aneni,1,w
Alferen,1,m
Anevay,1,w
Alfons,1,m
Angelie,1,w
Alhadi,1,m
Anh,1,w
Aliaksandrovič,1,m
Anissa,1,w
Aliev,1,m
Anju,1,w
Aliriza,1,m
Anjuna,1,w
Aljaili,1,m
Anna-Lena,1,w
Allan,1,m
Anna-Louisa,1,w
Alparslan,1,m
Anna-Mi,1,w
Alyan,1,m
Anna-Sophie,1,w
Amadou,1,m
Anna-Valentina,1,w
Amandus,1,m
Annalie-Theresa,1,w
Amani,1,m
Annegret,1,w
Ameen,1,m
Anneke,1,w
Amiel,1,m
Anneli,1,w
Amin,1,m
Anneliese,1,w
Amir-Li,1,m
Annelise,1,w
Amon,1,m
Annemie,1,w
Amyas,1,m
Annie,1,w
Ander,1,m
Annik,1,w
Anders,1,m
Annike,1,w
Ando,1,m
Anthea,1,w
Andrew,1,m
Anton,1,w
András,1,m
Antonella,1,w
Andrés,1,m
Antonie,1,w
Andy,1,m
Anujin,1,w
Anelio-Juso,1,m
Anđela,1,w
Anfim,1,m
Aoibhe,1,w
Angelos,1,m
Aradis,1,w
Anggelos,1,m
Araliya,1,w
Anh,1,m
Ariane,1,w
Anh-Tài,1,m
Arianne,1,w
Anil,1,m
Arsenovna,1,w
Anjo,1,m
Arshiya,1,w
Anori,1,m
Artemis,1,w
Anouar,1,m
Aruke,1,w
Anselm,1,m
Asanatu,1,w
Ansgar,1,m
Asia,1,w
Ansou,1,m
Asil,1,w
Ante,1,m
Aslı,1,w
Anthony,1,m
Asmin,1,w
Anthony-James,1,m
Assil,1,w
Antoine,1,m
Assol,1,w
Antonius,1,m
Asta,1,w
Antonín,1,m
Astrid-Marie,1,w
Apollon,1,m
Atce,1,w
Apostolos,1,m
Atienne,1,w
Aram,1,m
Aubrey,1,w
Aran,1,m
Audrey,1,w
Aras,1,m
Augustine,1,w
Ardenis,1,m
Aurela,1,w
Arel,1,m
Ava-Melia,1,w
Aren,1,m
Aviah,1,w
Ares,1,m
Aya,1,w
Argos,1,m
Ayda,1,w
Arianit,1,m
Ayhan,1,w
Ariano,1,m
Ayliz,1,w
Arieh,1,m
Ayperi,1,w
Ariel,1,m
Ayşe,1,w
Ario,1,m
Azem,1,w
Aris,1,m
Aziayade,1,w
Arkadiusz,1,m
Azize,1,w
Armand,1,m
Azmina,1,w
Armas,1,m
Azza,1,w
Arminius,1,m
Bahar,1,w
Arnav,1,m
Bakiya,1,w
Arndt,1,m
Balbina,1,w
Arno,1,m
Bao,1,w
Aron,1,m
Batoul,1,w
Arsin,1,m
Bel,1,w
Arvid,1,m
Bella,1,w
Arvo,1,m
Belle,1,w
Asaf,1,m
Benedetta,1,w
Asare,1,m
Benedikta,1,w
Asil,1,m
Bennu,1,w
Asterios,1,m
Berenice,1,w
Asumadu,1,m
Berina,1,w
Asutay,1,m
Berivan,1,w
Atakan,1,m
Berlin,1,w
Atanas,1,m
Berna,1,w
Atarau,1,m
Berra,1,w
Atlas,1,m
Besma,1,w
Atticus,1,m
Betty,1,w
Attikos,1,m
Betül,1,w
Augusto,1,m
Bianka,1,w
Aurelio,1,m
Bibi,1,w
Avel,1,m
Blessing,1,w
Avelino,1,m
Boahemaa,1,w
Avery,1,m
Bounian,1,w
Aviv,1,m
Brienne,1,w
Ayberk,1,m
Brunhilde,1,w
Ayman,1,m
Buse,1,w
Ayomiposi,1,m
Camilla,1,w
Baldur,1,m
Canan,1,w
Baljiwan,1,m
Cansu-Fatma,1,w
Banzani,1,m
Carina,1,w
Baran,1,m
Carmen,1,w
Barend,1,m
Cassandra,1,w
Barke,1,m
Catania,1,w
Bartholomeo,1,m
Caterina,1,w
Bartholomeusz,1,m
Catrina,1,w
Bartosz,1,m
Celina,1,w
Basil,1,m
Celine,1,w
Basit,1,m
Ceylin-Sara,1,w
Battista,1,m
Ceylinay,1,w
Batuhan,1,m
Chantal,1,w
Beau,1,m
Charlie,1,w
Bekir,1,m
Charlott,1,w
Bela,1,m
Cherelle,1,w
Belal,1,m
Chiara,1,w
Belgin,1,m
Chidubem,1,w
Bende,1,m
Chizitere,1,w
Bene,1,m
Chloë,1,w
Benio,1,m
Christella,1,w
Benjamín,1,m
Christl,1,w
Bennett,1,m
Citlali,1,w
Benno-Kaya,1,m
Claire,1,w
Benski,1,m
Clara-Sophie,1,w
Bent,1,m
Clea,1,w
Benyamin,1,m
Cleo,1,w
Berlin,1,m
Clorinda,1,w
Bernward,1,m
Cléo,1,w
Beşir,1,m
Colette,1,w
Bhumibhakdi,1,m
Constantina,1,w
Bijan,1,m
Cora,1,w
Bijoux,1,m
Coralie,1,w
Billy,1,m
Cornelia,1,w
Bjarne,1,m
Cristina,1,w
Björn,1,m
Cristine,1,w
Bladimir,1,m
Cäcilie,1,w
Blagoja,1,m
Cécile,1,w
Bob,1,m
Céleste,1,w
Bohan,1,m
Boju,1,m
Dafni,1,w
Boran,1,m
Dahlia,1,w
Boris,1,m
Daisy,1,w
Boudewijn,1,m
Daliyah,1,w
Boyan,1,m
Damaris,1,w
Boyanov,1,m
Dana,1,w
Brian,1,m
Dania,1,w
Brooklyn,1,m
Daniela,1,w
Bubacar,1,m
Danuta,1,w
Bálint,1,m
Daphna,1,w
Bêdis,1,m
Daphne,1,w
Börries,1,m
Darja,1,w
Bülent,1,m
Darlene,1,w
Caius,1,m
Davit,1,w
Cajus,1,m
Debora,1,w
Calvin,1,m
Defne,1,w
Camill,1,m
Delorean,1,w
Camille,1,m
Denisa,1,w
Camillo,1,m
Denise,1,w
Carsten,1,m
Deniz,1,w
Cassian,1,m
Deren,1,w
Cayden,1,m
Derin-Su,1,w
Cedric,1,m
Devina,1,w
Cel,1,m
Dharma,1,w
Celestino,1,m
Diarra,1,w
Cengiz-Han,1,m
Dijan,1,w
Cenk,1,m
Dila,1,w
Cesar,1,m
Dilan,1,w
Chakir,1,m
Dilara,1,w
Chen,1,m
Dina,1,w
Cherno,1,m
Dionisia,1,w
Cheuk-Hin,1,m
Dionysia,1,w
Chiemeka,1,m
Diop,1,w
Chris,1,m
Dita,1,w
Christiano,1,m
Djamila,1,w
Christophe,1,m
Dmitrievna,1,w
Christos,1,m
Dokht,1,w
Chukwuebuka,1,m
Domenika,1,w
Chukwuechetam,1,m
Donata,1,w
Chun-San,1,m
Doğa,1,w
Ciaran,1,m
Dunya,1,w
Cinar,1,m
Duru,1,w
Clark,1,m
Dušica,1,w
Clay,1,m
Déborah,1,w
Cohen,1,m
Désirée,1,w
Colin,1,m
Dünya,1,w
Colin-Cooper,1,m
Eades,1,w
Corazón,1,m
Ebba,1,w
Cosmo,1,m
Ebe,1,w
Cristiano,1,m
Ebubechukwu,1,w
Cunda,1,m
Ecrin,1,w
Cuno,1,m
Edeline,1,w
Curtis,1,m
Efi,1,w
Cyrill,1,m
Eflin,1,w
Célio,1,m
Efsun,1,w
César,1,m
Ehmi,1,w
Dalein,1,m
Eileen,1,w
Damijan,1,m
Eka-Nnyin,1,w
Damon,1,m
Ekaterina,1,w
Danial,1,m
Eldrid,1,w
Danilo,1,m
Eleanor,1,w
Danilovič,1,m
Elektra,1,w
Danyar,1,m
Elenora,1,w
Danyi,1,m
Eleonor,1,w
Darasimi,1,m
Eleonora,1,w
Dardan,1,m
Elfin,1,w
Darius,1,m
Elfryda,1,w
Dean,1,m
Eliana,1,w
Deen,1,m
Elida,1,w
Dejan,1,m
Elif-Mila,1,w
